Fare for Bike,[Waiting Time of Bike],Fare for Auto,[Waiting Time of Auto],Fare for Car,[Waiting Time of Car],Platform,Hour,Minute,DecimalHour,Day,Weekend,Rushhour,DistanceKm,Duration,TrafficLevel,SurgeValue,PickupTemperature,PickupWindSpeed,PickupWeatherCode,PickupHumidity,DropTemperature,DropWindSpeed,DropWeatherCode,DropHumidity,PickupZone,DropZone,BikeWait,AutoWait,CarWait,priceKmBike,priceKmAuto,priceKmCar
182.21,"4,8",298.22,"2,8",344.43,"1,8",UBER,21,48,21.8,0,1,1,16.737,36.11666667,MODERATE,0,21.8,11.3,2,66,22.1,8.3,2,66,RESIDENTIAL,TRANSIT_HUB,4,2,1,10.89,17.82,20.58
230,"4,1",410,"2,3",424,"2,4",UBER,21,49,21.82,0,1,1,22.054,40.66666667,NORMAL,0,22,8.3,2,66,21.6,10,2,67,RESIDENTIAL,RESIDENTIAL,4,2,2,10.43,18.59,19.23
224.16,"4,8",371.27,"4,8",412.93,"4,8",UBER,21,49,21.82,0,1,1,21.732,43.2,NORMAL,0,22.1,8.3,2,66,22,11.3,2,66,RELIGIOUS,TRANSIT_HUB,4,4,4,10.31,17.08,19
241,"2,1",476,"5,3",400,"2,4",UBER,21,50,21.83,0,1,1,21.998,36.8,NORMAL,0,21.6,11,1,67,22.1,8.3,2,66,TRANSIT_HUB,RESIDENTIAL,2,5,2,10.96,21.64,18.18
140.07,"3,8",243.44,"3,7",310.78,"2,8",UBER,21,51,21.85,0,1,1,15.486,24.68333333,NORMAL,0,21.7,10,2,67,19.7,8.6,1,75,RESIDENTIAL,EDUCATION,3,3,2,9.04,15.72,20.07
83,"3,1",124,"2,3",228,"2,4",UBER,21,53,21.88,0,1,1,8.119,22.96666667,HEAVY,0,22,11.3,2,66,22.1,9.6,1,65,RESIDENTIAL,RESIDENTIAL,3,2,2,10.22,15.27,28.08
104.16,"4,8",167.42,"2,8",239.67,"2,8",UBER,21,53,21.88,0,1,1,9.454,22.35,MODERATE,0,22.1,9.6,1,65,21.8,11.3,2,66,RESIDENTIAL,RESIDENTIAL,4,2,2,11.02,17.71,25.35
134,"3,1",245,"2,3",261,"2,4",UBER,21,54,21.9,0,1,1,12.095,23.6,NORMAL,0,22.1,8.3,2,66,22.2,9.6,1,65,RESIDENTIAL,RESIDENTIAL,3,2,2,11.08,20.26,21.58
247,"1,3",441,"2,3",492,"2,4",UBER,21,57,21.95,0,1,1,23.202,48.4,MODERATE,0,22.2,9.6,1,65,22.1,11.3,2,66,RESIDENTIAL,RESIDENTIAL,1,2,2,10.65,19.01,21.21
210,"3,1",365,"4,3",401,"2,4",UBER,22,0,22,0,1,0,17.775,41.53333333,MODERATE,0,21.9,11.2,2,67,21.8,8.6,2,67,RESIDENTIAL,TRANSIT_HUB,3,4,2,11.81,20.53,22.56
235,"6,1",325,"5,3",209,"6,4",UBER,22,2,22.03,0,1,0,17.567,36.01666667,NORMAL,0,21.9,8.6,2,67,21.6,11.2,2,67,RESIDENTIAL,RESIDENTIAL,6,5,6,13.38,18.5,11.9
231,"3,1",410,"3,3",260,"2,4",UBER,22,5,22.08,0,1,0,21.892,41.5,NORMAL,0,21.6,10.2,2,67,21.8,8.6,2,67,RESIDENTIAL,RESIDENTIAL,3,3,2,10.55,18.73,11.88
230,"5,1",410,"2,3",258,"3,4",UBER,22,7,22.12,0,1,0,22.054,40.66666667,NORMAL,0,21.8,8.6,2,67,21.5,10.2,2,67,RESIDENTIAL,RESIDENTIAL,5,2,3,10.43,18.59,11.7
240,"4,1",430,"6,3",243,"4,4",UBER,22,9,22.15,0,1,0,21.998,36.8,NORMAL,0,21.4,11.3,1,68,21.9,8.6,2,67,TRANSIT_HUB,RESIDENTIAL,4,6,4,10.91,19.55,11.05
82,"4,1",124,"2,3",142,"3,4",UBER,22,12,22.2,0,1,0,8.119,22.96666667,HEAVY,0,21.8,11.2,2,67,21.9,9.9,1,66,RESIDENTIAL,RESIDENTIAL,4,2,3,10.1,15.27,17.49
133,"3,1",245,"4,3",161,"4,4",UBER,22,18,22.3,0,1,0,12.095,23.6,NORMAL,0,21.7,8.5,2,67,21.8,9.9,1,66,RESIDENTIAL,RESIDENTIAL,3,4,4,11,20.26,13.31
246,"4,1",441,"2,3",299,"2,4",UBER,22,20,22.33,0,1,0,23.202,48.4,MODERATE,0,21.8,9.9,1,66,21.7,11.1,2,68,RESIDENTIAL,RESIDENTIAL,4,2,2,10.6,19.01,12.89
154,"3,8",,,154,"3,8",RAPIDO,8,44,8.73,1,0,1,10.56,19.26666667,NORMAL,0,19.8,14.8,0,62,19.2,12.6,0,66,TRANSIT_HUB,TRANSIT_HUB,3,0,3,14.58,0,14.58
43,"3,8",94,"3,8",205,"3,8",RAPIDO,8,46,8.77,1,0,1,3.832,15.78333333,HEAVY,0,19.7,9.1,0,62,19.6,9.1,0,62,TRANSIT_HUB,RESIDENTIAL,3,3,3,11.22,24.53,53.5
86,"2,8",167,"2,8",181,"2,8",RAPIDO,8,48,8.8,1,0,1,10.375,27.86666667,MODERATE,0,19.6,12.7,0,64,19.6,10.6,0,62,RESIDENTIAL,RESIDENTIAL,2,2,2,8.29,16.1,17.45
148,"3,8",281,"3,8",324,"3,8",RAPIDO,8,50,8.83,1,0,1,16.214,34.23333333,MODERATE,0,19.7,9.1,0,62,19.9,12.7,0,64,RESIDENTIAL,RESIDENTIAL,3,3,3,9.13,17.33,19.98
221,"2,8",435,"2,8",372,"2,8",RAPIDO,8,52,8.87,1,0,1,26.283,46.53333333,NORMAL,0,19.9,12.3,0,63,19.8,12.7,0,64,RESIDENTIAL,RESIDENTIAL,2,2,2,8.41,16.55,14.15
109,"3,8",202,"3,8",204,"3,8",RAPIDO,8,54,8.9,1,0,1,13.419,29.03333333,MODERATE,0,19.6,10.6,0,62,19.8,9.1,0,62,COMMERCIAL,RESIDENTIAL,3,3,3,8.12,15.05,15.2
87,"2,8",175,"2,8",189,"2,8",RAPIDO,8,56,8.93,1,0,1,10.809,26.5,MODERATE,0,19.8,12.3,0,63,19.9,10.5,0,61,RESIDENTIAL,RESIDENTIAL,2,2,2,8.05,16.19,17.49
97,"3,8",165,"3,8",179,"3,8",RAPIDO,8,58,8.97,1,0,1,10.424,27.65,MODERATE,1,19.7,9.1,0,62,19.6,12.7,0,64,RESIDENTIAL,RESIDENTIAL,3,3,3,9.31,15.83,17.17
153,"3,8",,,212,"3,8",RAPIDO,10,6,10.1,1,0,1,10.56,19.26666667,NORMAL,0,24.4,19.6,0,45,23.8,15.6,0,48,TRANSIT_HUB,TRANSIT_HUB,3,0,3,14.49,0,20.08
43,"3,8",90,"3,8",159,"3,8",RAPIDO,10,12,10.2,1,0,1,3.832,15.78333333,HEAVY,0,23.9,11.2,0,46,23.8,11.2,0,46,TRANSIT_HUB,RESIDENTIAL,3,3,3,11.22,23.49,41.49
106,"2,8",159,"2,8",185,"2,8",RAPIDO,10,16,10.27,1,0,1,10.375,27.86666667,MODERATE,1,24.2,16.1,0,47,24.3,13.6,0,45,RESIDENTIAL,RESIDENTIAL,2,2,2,10.22,15.33,17.83
149,"3,8",229,"3,8",275,"3,8",RAPIDO,10,22,10.37,1,0,1,16.214,34.23333333,MODERATE,0,24.7,12,0,44,24.5,16.1,0,47,RESIDENTIAL,RESIDENTIAL,3,3,3,9.19,14.12,16.96
223,"2,8",349,"2,8",388,"2,8",RAPIDO,10,25,10.42,1,0,1,26.283,46.53333333,NORMAL,0,24.4,15.3,0,46,24.4,16.4,0,46,RESIDENTIAL,RESIDENTIAL,2,2,2,8.48,13.28,14.76
110,"3,8",158,"3,8",204,"3,8",RAPIDO,10,28,10.47,1,0,1,13.419,29.03333333,MODERATE,0,24.3,13.6,0,45,24.8,12,0,44,COMMERCIAL,RESIDENTIAL,3,3,3,8.2,11.77,15.2
87,"2,8",138,"2,8",188,"2,8",RAPIDO,10,32,10.53,1,0,1,10.809,26.5,MODERATE,0,24.9,15.9,0,45,25.2,13.6,0,43,RESIDENTIAL,RESIDENTIAL,2,2,2,8.05,12.77,17.39
81,"3,8",119,"3,8",172,"3,8",RAPIDO,10,34,10.57,1,0,1,10.424,27.65,MODERATE,0,25.4,12.5,0,43,24.8,16.9,0,45,RESIDENTIAL,RESIDENTIAL,3,3,3,7.77,11.42,16.5
155,"1,1",273,"2,3",399,"1,4",UBER,21,37,21.62,1,0,1,17.775,41.53333333,MODERATE,0,22,7.5,3,64,22.3,6.4,3,59,RESIDENTIAL,TRANSIT_HUB,1,2,1,8.72,15.36,22.45
135,"3,1",239,"3,3",342,"2,4",UBER,21,40,21.67,1,0,1,17.567,36.01666667,NORMAL,0,22.4,6.4,3,59,21.7,7.5,3,64,RESIDENTIAL,RESIDENTIAL,3,3,2,7.68,13.61,19.47
170,"2,1",312,"3,3",420,"2,4",UBER,21,43,21.72,1,0,1,21.892,41.5,NORMAL,0,21.5,6.4,3,66,22.3,6.4,3,59,RESIDENTIAL,RESIDENTIAL,2,3,2,7.77,14.25,19.19
169,"3,1",312,"2,3",417,"2,4",UBER,21,46,21.77,1,0,1,22.054,40.66666667,NORMAL,0,22.1,6,3,60,21.2,5.9,3,67,RESIDENTIAL,RESIDENTIAL,3,2,2,7.66,14.15,18.91
65,"3,1",118,"2,3",285,"1,4",UBER,21,53,21.88,1,0,1,8.119,22.96666667,HEAVY,0,21.7,6.8,3,65,22.3,6.3,3,59,RESIDENTIAL,RESIDENTIAL,3,2,1,8.01,14.53,35.1
84,"2,1",162,"3,3",332,"1,4",UBER,21,57,21.95,1,0,1,12.095,23.6,NORMAL,0,22.2,6,3,60,22.4,6.3,3,59,RESIDENTIAL,RESIDENTIAL,2,3,1,6.95,13.39,27.45
180,"3,1",332,"1,3",324,"1,4",UBER,22,4,22.07,1,0,0,23.202,48.4,MODERATE,0,22.2,5.7,3,59,21.6,6.1,3,65,RESIDENTIAL,RESIDENTIAL,3,1,1,7.76,14.31,13.96
133,"2,1",224,"3,3",221,"1,4",UBER,22,16,22.27,1,0,0,17.775,41.53333333,MODERATE,0,21.4,5.5,3,66,21.8,4.8,3,61,RESIDENTIAL,TRANSIT_HUB,2,3,1,7.48,12.6,12.43
135,"3,1",240,"3,3",208,"4,3",UBER,22,18,22.3,1,0,0,17.567,36.01666667,NORMAL,0,21.9,4.8,3,61,21.1,5.5,3,66,RESIDENTIAL,RESIDENTIAL,3,3,4,7.68,13.66,11.84
170,"3,1",312,"4,3",260,"2,4",UBER,22,21,22.35,1,0,0,21.892,41.5,NORMAL,0,21,4.8,3,69,21.8,4.8,3,61,RESIDENTIAL,RESIDENTIAL,3,4,2,7.77,14.25,11.88
180,"3,1",312,"2,3",252,"3,4",UBER,22,23,22.38,1,0,0,22.054,40.66666667,NORMAL,0,21.8,4.5,3,61,20.9,4.8,3,69,RESIDENTIAL,RESIDENTIAL,3,2,3,8.16,14.15,11.43
178,"1,1",327,"4,3",243,"1,4",UBER,22,27,22.45,1,0,0,21.998,36.8,NORMAL,0,20.7,5.9,3,69,21.9,4.8,3,61,TRANSIT_HUB,RESIDENTIAL,1,4,1,8.09,14.86,11.05
76,"2,1",118,"2,3",150,"3,4",UBER,22,31,22.52,1,0,0,8.119,22.96666667,HEAVY,0,21.1,4.8,3,67,21.8,4.5,3,61,RESIDENTIAL,RESIDENTIAL,2,2,3,9.36,14.53,18.48
112,"2,1",188,"3,3",174,"3,4",UBER,22,33,22.55,1,0,0,12.095,23.6,NORMAL,0,21.8,4,3,62,21.9,4.5,3,61,RESIDENTIAL,RESIDENTIAL,2,3,3,9.26,15.54,14.39
208,"2,1",331,"2,4",321,"1,4",UBER,22,35,22.58,1,0,0,23.202,48.4,MODERATE,0,21.9,4.5,3,61,21.2,4.8,3,67,RESIDENTIAL,RESIDENTIAL,2,2,1,8.96,14.27,13.84
134,"2,1",216,"3,3",402,"1,4",UBER,20,29,20.48,2,0,1,17.775,41.53333333,MODERATE,0,23.7,4,3,61,25.1,3.6,3,53,RESIDENTIAL,TRANSIT_HUB,2,3,1,7.54,12.15,22.62
145,"3,1",230,"3,3",339,"3,4",UBER,20,31,20.52,2,0,1,17.632,36.43333333,MODERATE,0,25,3.6,3,54,23.2,4,3,62,RESIDENTIAL,HEALTHCARE,3,3,3,8.22,13.04,19.23
168,"2,1",301,"2,3",416,"1,4",UBER,20,34,20.57,2,0,1,21.892,41.5,NORMAL,0,23.2,4,3,64,24.8,3.6,3,54,RESIDENTIAL,RESIDENTIAL,2,2,1,7.67,13.75,19
172,"3,1",300,"2,3",431,"2,4",UBER,20,37,20.62,2,0,1,22.054,40.66666667,NORMAL,0,24.9,3.6,3,54,23.1,4,3,64,RESIDENTIAL,RESIDENTIAL,3,2,2,7.8,13.6,19.54
178,"1,1",316,"1,3",397,"1,4",UBER,20,39,20.65,2,0,1,21.596,35.86666667,NORMAL,0,22.4,4.1,3,66,24.9,3.6,3,54,TRANSIT_HUB,TRANSIT_HUB,1,1,1,8.24,14.63,18.38
68,"1,1",138,"1,3",267,"1,4",UBER,20,41,20.68,2,0,1,8.119,22.96666667,HEAVY,0,23.3,4,3,62,24.4,4,3,55,RESIDENTIAL,RESIDENTIAL,1,1,1,8.38,17,32.89
81,"2,1",162,"2,3",296,"1,4",UBER,20,43,20.72,2,0,1,12.095,23.6,NORMAL,0,25,3.6,3,54,24.5,4,3,55,RESIDENTIAL,RESIDENTIAL,2,2,1,6.7,13.39,24.47
182,"2,1",319,"2,3",494,"1,4",UBER,20,45,20.75,2,0,1,23.202,48.4,MODERATE,0,24.3,4,3,56,23.2,4,3,63,RESIDENTIAL,RESIDENTIAL,2,2,1,7.84,13.75,21.29
154,"3,8",,,203,"3,8",RAPIDO,9,47,9.78,3,0,1,11.059,19.15,NORMAL,0,23.3,3.5,0,63,22.5,2.7,0,68,TRANSIT_HUB,TRANSIT_HUB,3,0,3,13.93,0,18.36
44,"3,8",90,"3,8",159,"3,8",RAPIDO,9,48,9.8,3,0,1,3.832,15.78333333,HEAVY,0,23.5,1.8,1,58,23.4,1.8,1,58,TRANSIT_HUB,RESIDENTIAL,3,3,3,11.48,23.49,41.49
97,"2,8",144,"2,8",183,"2,8",RAPIDO,9,50,9.83,3,0,1,10.375,27.86666667,MODERATE,1,22.2,2.7,0,68,23.2,2.6,0,60,RESIDENTIAL,RESIDENTIAL,2,2,2,9.35,13.88,17.64
140,"2,8",202,"2,8",253,"2,8",RAPIDO,9,52,9.87,3,0,1,16.214,34.23333333,MODERATE,0,23.5,1.8,1,58,22.5,2.7,0,68,RESIDENTIAL,RESIDENTIAL,2,2,2,8.63,12.46,15.6
229,"2,8",365,"2,8",370,"2,8",RAPIDO,9,53,9.88,3,0,1,26.283,46.53333333,NORMAL,0,22.2,1.9,0,71,22.4,2.7,0,68,RESIDENTIAL,RESIDENTIAL,2,2,2,8.71,13.89,14.08
110,"3,8",189,"3,8",207,"3,8",RAPIDO,9,55,9.92,3,0,1,13.419,29.03333333,MODERATE,0,23.2,2.6,0,60,23.6,1.8,1,58,COMMERCIAL,RESIDENTIAL,3,3,3,8.2,14.08,15.43
89,"3,8",140,"3,8",191,"3,8",RAPIDO,9,57,9.95,3,0,1,10.809,26.5,MODERATE,0,22.1,1.9,0,71,22.3,1.5,0,68,RESIDENTIAL,RESIDENTIAL,3,3,3,8.23,12.95,17.67
82,"3,8",119,"3,8",172,"3,8",RAPIDO,9,59,9.98,3,0,1,10.424,27.65,MODERATE,0,23.5,1.8,1,58,22.2,2.7,0,68,RESIDENTIAL,RESIDENTIAL,3,3,3,7.87,11.42,16.5
170,"3,8",,,203,"3,8",RAPIDO,11,15,11.25,3,0,0,11.059,19.15,NORMAL,0,27.7,4.6,1,48,26.9,4.2,1,52,TRANSIT_HUB,TRANSIT_HUB,3,0,3,15.37,0,18.36
45,"3,8",109,"3,8",169,"3,8",RAPIDO,11,17,11.28,3,0,0,3.832,15.78333333,HEAVY,0,27.3,2.5,1,45,27.2,2.5,1,45,TRANSIT_HUB,RESIDENTIAL,3,3,3,11.74,28.44,44.1
87,"2,8",134,"2,8",189,"2,8",RAPIDO,11,19,11.32,3,0,0,10.375,27.86666667,MODERATE,0,26.1,2.8,1,54,26.8,1.9,1,47,RESIDENTIAL,RESIDENTIAL,2,2,2,8.39,12.92,18.22
140,"2,8",233,"2,8",296,"2,8",RAPIDO,11,20,11.33,3,0,0,16.214,34.23333333,MODERATE,0,27.3,2.5,1,45,26.9,4.2,1,52,RESIDENTIAL,RESIDENTIAL,2,2,2,8.63,14.37,18.26
227,"2,8",322,"2,8",376,"2,8",RAPIDO,11,22,11.37,3,0,0,26.283,46.53333333,NORMAL,0,26.3,1.8,1,55,26.3,2.8,1,54,RESIDENTIAL,RESIDENTIAL,2,2,2,8.64,12.25,14.31
109,"3,8",176,"3,8",210,"3,8",RAPIDO,11,24,11.4,3,0,0,13.419,29.03333333,MODERATE,0,26.8,1.9,1,47,27.3,1.6,1,45,COMMERCIAL,RESIDENTIAL,3,3,3,8.12,13.12,15.65
89,"3,8",136,"3,8",187,"3,8",RAPIDO,11,25,11.42,3,0,0,10.809,26.5,MODERATE,0,26.2,1.8,1,55,26.5,0.7,2,52,RESIDENTIAL,RESIDENTIAL,3,3,3,8.23,12.58,17.3
84,"3,8",126,"3,8",180,"3,8",RAPIDO,11,27,11.45,3,0,0,10.424,27.65,MODERATE,0,27.2,1.6,1,45,26.1,2.8,1,54,RESIDENTIAL,RESIDENTIAL,3,3,3,8.06,12.09,17.27
149,"2,8",,,195,"2,8",RAPIDO,14,6,14.1,3,0,0,11.059,19.15,NORMAL,0,31.5,4,2,36,30.6,2.9,2,39,TRANSIT_HUB,TRANSIT_HUB,2,0,2,13.47,0,17.63
47,"7,8",88,"7,8",167,"7,8",RAPIDO,14,8,14.13,3,0,0,3.832,15.78333333,HEAVY,0,30.9,1.4,2,36,30.8,1.4,2,36,UNKNOWN,RESIDENTIAL,7,7,7,12.27,22.96,43.58
90,"2,8",152,"2,8",176,"2,8",RAPIDO,14,10,14.17,3,0,0,10.375,27.86666667,MODERATE,0,29.4,2,3,44,30,0.5,3,39,RESIDENTIAL,RESIDENTIAL,2,2,2,8.67,14.65,16.96
154,"3,8",233,"3,8",260,"3,8",RAPIDO,14,12,14.2,3,0,0,16.214,34.23333333,MODERATE,0,30.4,0.5,3,37,29.7,2,3,44,RESIDENTIAL,RESIDENTIAL,3,3,3,9.5,14.37,16.04
224,"1,8",350,"1,8",334,"1,8",RAPIDO,14,13,14.22,3,0,0,26.283,46.53333333,NORMAL,0,29.7,1.1,3,42,29.6,2,3,44,RESIDENTIAL,RESIDENTIAL,1,1,1,8.52,13.32,12.71
108,"3,8",179,"3,8",198,"3,8",RAPIDO,14,15,14.25,3,0,0,13.419,29.03333333,MODERATE,0,30,1,3,40,30.6,0.4,3,37,COMMERCIAL,RESIDENTIAL,3,3,3,8.05,13.34,14.76
87,"3,8",138,"3,8",170,"3,8",RAPIDO,14,16,14.27,3,0,0,10.809,26.5,MODERATE,0,29.6,1.8,3,42,29.9,2.5,3,40,RESIDENTIAL,RESIDENTIAL,3,3,3,8.05,12.77,15.73
86,"3,8",185,"3,8",166,"3,8",RAPIDO,14,18,14.3,3,0,0,10.424,27.65,MODERATE,0,31.1,1.1,2,35,30.5,2.6,2,39,RESIDENTIAL,RESIDENTIAL,3,3,3,8.25,17.75,15.92
73,"5,8",165,"5,8",223,"5,8",RAPIDO,17,25,17.42,3,0,1,7.291,21.63333333,HEAVY,0,30.4,5.8,3,33,30.7,5.2,3,33,RESIDENTIAL,TRANSIT_HUB,5,5,5,10.01,22.63,30.59
98,"5,8",161,"5,8",195,"5,8",RAPIDO,17,26,17.43,3,0,1,11.499,20.13333333,NORMAL,0,30.8,5.2,3,33,30.8,5.2,3,33,TRANSIT_HUB,RESIDENTIAL,5,5,5,8.52,14,16.96
87,"3,8",149,"3,8",201,"3,8",RAPIDO,17,29,17.48,3,0,1,9.722,24.83333333,MODERATE,0,29.9,4.3,3,36,30.6,5.2,3,33,RESIDENTIAL,RESIDENTIAL,3,3,3,8.95,15.33,20.67
220,"4,7",332,"4,8",398,"4,8",RAPIDO,17,33,17.55,3,0,1,24.509,43.48333333,NORMAL,0,30.6,4.8,3,34,29.6,5.5,3,43,RESIDENTIAL,RESIDENTIAL,4,4,4,8.98,13.55,16.24
158,"3,8",260,"3,8",302,"3,8",RAPIDO,17,36,17.6,3,0,1,16.737,36.11666667,MODERATE,0,29.2,5.5,3,43,30.6,4.8,3,34,RESIDENTIAL,TRANSIT_HUB,3,3,3,9.44,15.53,18.04
309,"2,8",402,"2,8",527,"2,8",RAPIDO,17,38,17.63,3,0,1,21.732,43.2,NORMAL,0,30.6,4.8,3,34,29.4,5.5,3,43,RELIGIOUS,TRANSIT_HUB,2,2,2,14.22,18.5,24.25
117,"2,8",172,"2,8",226,"2,8",RAPIDO,17,40,17.67,3,0,1,15.486,24.68333333,NORMAL,0,29.6,4,3,38,28.9,3.7,3,44,RESIDENTIAL,EDUCATION,2,2,2,7.56,11.11,14.59
85,"5,8",161,"5,8",244,"5,8",RAPIDO,17,41,17.68,3,0,1,9.454,22.33333333,MODERATE,0,30.2,5.1,3,35,29.2,5.5,3,43,RESIDENTIAL,RESIDENTIAL,5,5,5,8.99,17.03,25.81
71,"5,8",237,"5,8",249,"5,8",RAPIDO,19,38,19.63,3,0,1,7.291,21.63333333,HEAVY,0,25.7,1.8,2,59,26.7,3.3,3,52,RESIDENTIAL,TRANSIT_HUB,5,5,5,9.74,32.51,34.15
155,"5,8",255,"5,8",286,"5,8",RAPIDO,19,39,19.65,3,0,1,11.499,20.13333333,NORMAL,1,26.8,3.3,3,52,26.8,3.3,3,52,TRANSIT_HUB,RESIDENTIAL,5,5,5,13.48,22.18,24.87
87,"3,8",187,"3,8",195,"3,8",RAPIDO,19,40,19.67,3,0,1,9.722,24.83333333,MODERATE,0,24.6,8.4,3,64,26.6,3.3,3,52,RESIDENTIAL,RESIDENTIAL,3,3,3,8.95,19.23,20.06
300,"4,8",417,"4,8",510,"4,8",RAPIDO,19,41,19.68,3,0,1,24.509,43.48333333,NORMAL,1,26.7,3.3,3,52,25.1,5.1,3,65,RESIDENTIAL,RESIDENTIAL,4,4,4,12.24,17.01,20.81
157,"3,8",292,"3,8",305,"3,8",RAPIDO,19,42,19.7,3,0,1,16.737,36.11666667,MODERATE,0,24.7,5.1,3,65,26.8,3.3,3,52,RESIDENTIAL,TRANSIT_HUB,3,3,3,9.38,17.45,18.22
272,"2,8",339,"2,8",392,"2,8",RAPIDO,19,43,19.72,3,0,1,21.732,43.2,NORMAL,1,26.8,3.3,3,52,24.9,5.1,3,65,RELIGIOUS,TRANSIT_HUB,2,2,2,12.52,15.6,18.04
132,"2,8",248,"2,8",278,"2,8",RAPIDO,19,45,19.75,3,0,1,15.486,24.68333333,NORMAL,0,24.2,8.4,3,66,23.6,6.5,3,64,RESIDENTIAL,EDUCATION,2,2,2,8.52,16.01,17.95
102,"3,8",191,"3,8",262,"3,8",RAPIDO,19,46,19.77,3,0,1,9.454,22.33333333,MODERATE,1,25.3,2.7,3,61,24.3,5.9,80,67,RESIDENTIAL,RESIDENTIAL,3,3,3,10.79,20.2,27.71
72.1,"5,8",227.28,"3,8",247.78,"2,8",UBER,19,53,19.88,3,0,1,7.291,21.63333333,HEAVY,1,25.2,2.7,3,61,26.3,4.5,3,54,RESIDENTIAL,TRANSIT_HUB,5,3,2,9.89,31.17,33.98
101.22,"3,8",256,"4,8",238.45,"1,8",UBER,20,15,20.25,3,0,1,11.499,20.13333333,NORMAL,0,24.9,7.9,3,55,24.9,7.9,3,55,TRANSIT_HUB,RESIDENTIAL,3,4,1,8.8,22.26,20.74
83.23,"5,8",269.61,"5,7",301.72,"3,8",UBER,20,16,20.27,3,0,1,9.722,24.83333333,MODERATE,1,23.7,8,3,67,25.5,7.1,3,58,RESIDENTIAL,RESIDENTIAL,5,5,3,8.56,27.73,31.03
194.29,"3,8",391.65,"2,8",382.56,"1,8",UBER,20,18,20.3,3,0,1,24.509,43.48333333,NORMAL,0,25.6,7.1,3,58,23.7,6.6,80,70,RESIDENTIAL,RESIDENTIAL,3,2,1,7.93,15.98,15.61
139.77,"4,8",356.69,"3,8",288.72,"2,8",UBER,20,19,20.32,3,0,1,16.737,36.11666667,MODERATE,0,23.3,6.6,80,70,25.6,7.1,3,58,RESIDENTIAL,TRANSIT_HUB,4,3,2,8.35,21.31,17.25
310.46,"6,8",652.29,"6,3",369.25,"8,8",UBER,20,22,20.37,3,0,1,21.732,43.2,NORMAL,1,25.6,7.1,3,58,23.5,6.6,80,70,RELIGIOUS,TRANSIT_HUB,6,6,8,14.29,30.02,16.99
122.97,"6,8",270.93,"4,8",241.59,"2,7",UBER,20,24,20.4,3,0,1,15.486,24.68333333,NORMAL,1,23.7,8,3,67,22.9,7.6,3,68,RESIDENTIAL,EDUCATION,6,4,2,7.94,17.5,15.6
80.33,"5,8",266.61,"4,8",338.96,"4,8",UBER,20,25,20.42,3,0,1,9.454,22.33333333,MODERATE,1,24.4,6.1,3,65,23.3,6.6,80,70,RESIDENTIAL,RESIDENTIAL,5,4,4,8.5,28.2,35.85
45,"4,8",78,"4,6",138,"4,8",RAPIDO,20,29,20.48,3,0,1,2.454,8.033333333,HEAVY,1,25.7,5.9,3,56,25.8,5.9,3,56,RESIDENTIAL,RESIDENTIAL,4,4,4,18.34,31.78,56.23
40,"3,8",59,"3,8",140,"3,8",RAPIDO,20,31,20.52,3,0,1,2.119,6.4,HEAVY,1,25.4,6,3,58,25.4,6,3,58,ENTERTAINMENT,EDUCATION,3,3,3,18.88,27.84,66.07
149,"2,8",,,196,"2,8",RAPIDO,13,31,13.52,4,0,0,11.818,20.61666667,NORMAL,0,24.4,3.3,3,67,24.4,3.3,3,67,TRANSIT_HUB,TRANSIT_HUB,2,0,2,12.61,0,16.58
48,"4,8",88,"4,8",168,"4,8",RAPIDO,13,33,13.55,4,0,0,3.832,15.78333333,HEAVY,0,25.9,6.7,3,58,25.8,6.7,3,58,TRANSIT_HUB,RESIDENTIAL,4,4,4,12.53,22.96,43.84
106,"2,8",147,"2,8",171,"2,8",RAPIDO,13,35,13.58,4,0,0,10.375,27.86666667,MODERATE,1,24.8,6,3,67,24.4,7.5,80,67,RESIDENTIAL,RESIDENTIAL,2,2,2,10.22,14.17,16.48
152,"4,8",218,"4,8",251,"4,8",RAPIDO,13,37,13.62,4,0,0,16.215,34.25,MODERATE,0,24.8,1.1,3,60,24.4,3.3,3,67,RESIDENTIAL,RESIDENTIAL,4,4,4,9.37,13.44,15.48
221,"2,8",314,"2,8",334,"2,8",RAPIDO,13,39,13.65,4,0,0,26.283,46.55,NORMAL,0,25.5,4.2,3,66,25,6,3,67,RESIDENTIAL,RESIDENTIAL,2,2,2,8.41,11.95,12.71
134,"3,8",179,"3,8",201,"3,8",RAPIDO,13,42,13.7,4,0,0,11.726,25.95,MODERATE,1,24.4,7.5,80,67,26,6.7,3,58,COMMERCIAL,RESIDENTIAL,3,3,3,11.43,15.27,17.14
87,"3,8",138,"3,8",170,"3,8",RAPIDO,13,44,13.73,4,0,0,10.809,26.5,MODERATE,0,25.4,4.2,3,66,25.4,6.5,3,63,RESIDENTIAL,RESIDENTIAL,3,3,3,8.05,12.77,15.73
99,"3,8",163,"3,8",163,"3,8",RAPIDO,13,46,13.77,4,0,0,10.424,27.65,MODERATE,1,24.9,0,3,59,24.3,2.2,3,66,RESIDENTIAL,RESIDENTIAL,3,3,3,9.5,15.64,15.64
149,"2,8",,,188,"2,8",RAPIDO,14,7,14.12,4,0,0,11.818,20.61666667,NORMAL,0,24.9,5.4,3,67,24.8,7.3,80,69,TRANSIT_HUB,TRANSIT_HUB,2,0,2,12.61,0,15.91
